date,election,state,seat,area_name,ballot_order,name,candidate_uid,party,party_uid,votes,votes_perc,result
2020-09-26,SE-14,Sabah,N.07 Tandek,Tandek,4,Anita Baranting,17096,BEBAS,1,2364,22.958143148489853,lost
2020-09-26,SE-14,Sabah,N.07 Tandek,Tandek,5,Liensin @ Danny Leinsin Limpakan,21763,LDP,58,236,2.2919296882587163,lost_deposit
2020-09-26,SE-14,Sabah,N.07 Tandek,Tandek,6,Andy Villson,17098,PCS,75,395,3.8360687578906476,lost_deposit
2020-09-26,SE-14,Sabah,N.08 Pintasan,Pintasan,1,Pandikar Amin Bin Mulia,15784,USNO,15,2660,32.2893906287934,lost
2020-09-26,SE-14,Sabah,N.08 Pintasan,Pintasan,2,Padlan Bin Samad,21766,PCS,75,188,2.2821073075989315,lost_deposit
2020-09-26,SE-14,Sabah,N.08 Pintasan,Pintasan,3,Roslan Bin Mayahman,21767,PPRS,77,50,0.6069434328720563,lost_deposit
2020-09-26,SE-14,Sabah,N.08 Pintasan,Pintasan,4,Mohd Safian Bin Saludin,21768,WARISAN,74,1816,22.044185481913086,lost
2020-09-26,SE-14,Sabah,N.08 Pintasan,Pintasan,5,Datuk Almudin Bin Kaida,21769,BEBAS,1,780,9.468317552804079,lost_deposit
2020-09-26,SE-14,Sabah,N.08 Pintasan,Pintasan,6,Fairuz Renddan,21770,PN,12,2744,33.30905559601845,won
2020-09-26,SE-14,Sabah,N.09 Tempasuk,Tempasuk,1,Mustapha @ Mohd Yunus Bin Sakmud,21771,PKR,11,1852,20.790300853165693,lost
2020-09-26,SE-14,Sabah,N.09 Tempasuk,Tempasuk,2,Kanul Gindol,3884,GAGASAN,86,57,0.6398742703188145,lost_deposit
2020-09-26,SE-14,Sabah,N.09 Tempasuk,Tempasuk,3,Abd. Alif Bin Saibeh,21773,PCS,75,133,1.493039964077234,lost_deposit
2020-09-26,SE-14,Sabah,N.09 Tempasuk,Tempasuk,4,Datuk Musbah Jamli,18435,BEBAS,1,2355,26.436910642119443,lost
2020-09-26,SE-14,Sabah,N.09 Tempasuk,Tempasuk,5,Amza @ Hamzah Bin Sundang,21775,USNO,15,471,5.287382128423888,lost_deposit
2020-09-26,SE-14,Sabah,N.09 Tempasuk,Tempasuk,6,Mohd Arsad Bin Bistari,21776,BN,25,4040,45.35249214189492,won
2020-09-26,SE-14,Sabah,N.10 Usukan,Usukan,1,Salleh Said Keruak,4307,BN,25,8280,65.28423874477647,won
2020-09-26,SE-14,Sabah,N.10 Usukan,Usukan,2,Datu Mohd Nazaruddin 13 Bin Datu Tiga Belas,21778,PCS,75,421,3.3194039265158084,lost_deposit
2020-09-26,SE-14,Sabah,N.10 Usukan,Usukan,3,Cikgu Abdul Bahkrin Bin Mohd Yusof,20112,WARISAN,74,3982,31.39635732870772,lost
2020-09-26,SE-14,Sabah,N.11 Kadamaian,Kadamaian,1,Ewon Benedick,5073,UPKO,87,6823,51.07035928143713,won
2020-09-26,SE-14,Sabah,N.11 Kadamaian,Kadamaian,2,Raiting @ Mohd Farhan,21781,BEBAS,1,101,0.7559880239520959,lost_deposit
2020-09-26,SE-14,Sabah,N.11 Kadamaian,Kadamaian,3,Leduning Bin Lengik @ Ernest,21782,LDP,58,223,1.6691616766467066,lost_deposit
2020-09-26,SE-14,Sabah,N.11 Kadamaian,Kadamaian,4,Dr.Beting Giling @ Joshua,21783,PCS,75,799,5.980538922155689,lost_deposit
2020-09-26,SE-14,Sabah,N.11 Kadamaian,Kadamaian,5,Demis Bin Rumanti,21784,PBS,48,3364,25.179640718562872,lost
2020-09-26,SE-14,Sabah,N.11 Kadamaian,Kadamaian,6,Duanis Mogirong @ Djuanis,21785,BN,25,2050,15.344311377245509,lost
2020-09-26,SE-14,Sabah,N.12 Sulaman,Sulaman,1,Rekan Bin Hussien,21786,PCS,75,253,2.813612099644128,lost_deposit
2020-09-26,SE-14,Sabah,N.12 Sulaman,Sulaman,2,Datuk Aliasgar Bin Basri,21787,WARISAN,74,2820,31.36120996441281,lost
2020-09-26,SE-14,Sabah,N.12 Sulaman,Sulaman,3,Datuk Seri Panglima Haji Hajiji Bin Haji Noor,21788,PN,12,5919,65.82517793594306,won
2020-09-26,SE-14,Sabah,N.13 Pantai Dalit,Pantai Dalit,1,Johan Jahid,21789,BEBAS,1,244,2.228514019545164,lost_deposit
2020-09-26,SE-14,Sabah,N.13 Pantai Dalit,Pantai Dalit,2,Rakam Sijim,21790,WARISAN,74,3074,28.075623344597677,lost
2020-09-26,SE-14,Sabah,N.13 Pantai Dalit,Pantai Dalit,3,Jasnih Bin Daya,21791,BN,25,6868,62.72718969768929,won
2020-09-26,SE-14,Sabah,N.13 Pantai Dalit,Pantai Dalit,4,Rusdi Bin Saelih,21792,LDP,58,138,1.2603890766280026,lost_deposit
2020-09-26,SE-14,Sabah,N.13 Pantai Dalit,Pantai Dalit,5,Awil Bin Kamsari,21793,GAGASAN,86,46,0.4201296922093342,lost_deposit
2020-09-26,SE-14,Sabah,N.13 Pantai Dalit,Pantai Dalit,6,Muhamad Amirul Amin,21794,PCS,75,269,2.456845374006759,lost_deposit
2020-09-26,SE-14,Sabah,N.13 Pantai Dalit,Pantai Dalit,7,Peter Pikul,21795,BEBAS,1,236,2.1554479861174536,lost_deposit
2020-09-26,SE-14,Sabah,N.13 Pantai Dalit,Pantai Dalit,8,Matbee @ Matbeh Bin Ismail,21796,USNO,15,74,0.6758608092063202,lost_deposit
2020-09-26,SE-14,Sabah,N.14 Tamparuli,Tamparuli,1,Alijus @ Mohd Ali Bin Sipil,21797,PKR,11,3326,28.80401835974712,lost
2020-09-26,SE-14,Sabah,N.14 Tamparuli,Tamparuli,2,Jahid Jahim,17110,PBS,48,6843,59.26214601195115,won
2020-09-26,SE-14,Sabah,N.14 Tamparuli,Tamparuli,3,Denis Gimpah,21799,PCS,75,1001,8.668918333766346,lost_deposit
2020-09-26,SE-14,Sabah,N.14 Tamparuli,Tamparuli,4,Raymond Alfred @Jenry,21800,LDP,58,377,3.264917294535377,lost_deposit
2020-09-26,SE-14,Sabah,N.15 Kiulu,Kiulu,1,Dominic Yasun,21801,BEBAS,1,266,3.4473820632452044,lost_deposit
2020-09-26,SE-14,Sabah,N.15 Kiulu,Kiulu,2,Andau Bin Yasun @ Bruno,4328,PCS,75,363,4.704510108864697,lost_deposit
2020-09-26,SE-14,Sabah,N.15 Kiulu,Kiulu,3,Wilfred Madius Tangau,2834,UPKO,87,2786,36.10679108346294,lost
2020-09-26,SE-14,Sabah,N.15 Kiulu,Kiulu,4,Rozylyn @ Rosalyn Binti Gelunu,21804,LDP,58,274,3.551062726801452,lost_deposit
2020-09-26,SE-14,Sabah,N.15 Kiulu,Kiulu,5,Joniston Bangkuai,5060,PBS,48,4007,51.931052358735094,won
2020-09-26,SE-14,Sabah,N.15 Kiulu,Kiulu,6,Jolianis Bin Lampog,21806,BEBAS,1,20,0.2592016588906169,lost_deposit
2020-09-26,SE-14,Sabah,N.16 Karambunai,Karambunai,1,Ahmad Jais Bin Otong,21807,WARISAN,74,5164,42.723587325225445,lost
2020-09-26,SE-14,Sabah,N.16 Karambunai,Karambunai,2,Dayangku Ayesha Humaira Binti Ak Othman Shah,21808,PCS,75,315,2.6061057334326136,lost_deposit
2020-09-26,SE-14,Sabah,N.16 Karambunai,Karambunai,3,Ibrahim Bin Linggam,14615,USNO,15,90,0.7446016381236039,lost_deposit
2020-09-26,SE-14,Sabah,N.16 Karambunai,Karambunai,4,Yakub Khan,5062,BN,25,5180,42.85596094978076,won
2020-09-26,SE-14,Sabah,N.16 Karambunai,Karambunai,5,Nerudin Ludah,21811,GAGASAN,86,285,2.3579051873914123,lost_deposit
2020-09-26,SE-14,Sabah,N.16 Karambunai,Karambunai,6,Marajoh Bin Unding,21812,LDP,58,1053,8.711839166046165,lost_deposit
2020-09-26,SE-14,Sabah,N.17 Darau,Darau,1,Jumat Bin Idris,3892,BN,25,5243,43.955399061032864,lost
2020-09-26,SE-14,Sabah,N.17 Darau,Darau,2,Laliman Bin Kemad,21814,USNO,15,244,2.04560697518444,lost_deposit
2020-09-26,SE-14,Sabah,N.17 Darau,Darau,3,Azhar Bin Matussin,21815,WARISAN,74,5805,48.66700201207244,won
2020-09-26,SE-14,Sabah,N.17 Darau,Darau,4,Dasim @ Ricky Bin Jikah,3582,GAGASAN,86,34,0.28504359490274983,lost_deposit
2020-09-26,SE-14,Sabah,N.17 Darau,Darau,5,Hj Ansari Abdullah,17113,PCS,75,280,2.3474178403755865,lost_deposit
2020-09-26,SE-14,Sabah,N.17 Darau,Darau,6,Sumali @ Marino Bin Ahmad,21818,LDP,58,322,2.699530516431925,lost_deposit
2020-09-26,SE-14,Sabah,N.18 Inanam,Inanam,1,George Ngui,21819,BEBAS,1,54,0.3197158081705151,lost_deposit
2020-09-26,SE-14,Sabah,N.18 Inanam,Inanam,2,Goh Fah Shun @ Francis Goh,21820,GAGASAN,86,362,2.143280047365305,lost_deposit
2020-09-26,SE-14,Sabah,N.18 Inanam,Inanam,3,Peto Galim,21821,PKR,11,8586,50.834813499111895,won
2020-09-26,SE-14,Sabah,N.18 Inanam,Inanam,4,Regina Lim @ How,21822,PCS,75,291,1.7229129662522202,lost_deposit
2020-09-26,SE-14,Sabah,N.18 Inanam,Inanam,5,William Majinbon,21823,PBS,48,2948,17.45411486086442,lost
2020-09-26,SE-14,Sabah,N.18 Inanam,Inanam,6,Mohd Hardy Abdullah @ Zoro Yukon,21824,USNO,15,156,0.9236234458259326,lost_deposit
2020-09-26,SE-14,Sabah,N.18 Inanam,Inanam,7,Achmad Noorasyrul Bin Noortaip,21825,BEBAS,1,286,1.6933096506808762,lost_deposit
2020-09-26,SE-14,Sabah,N.18 Inanam,Inanam,8,Kenny Chua Teck Ho,5075,BEBAS,1,2346,13.8898756660746,lost
2020-09-26,SE-14,Sabah,N.18 Inanam,Inanam,9,Chong Kah Kiat,8934,LDP,58,1606,9.50858496151569,lost_deposit
2020-09-26,SE-14,Sabah,N.18 Inanam,Inanam,10,Terence Tsen,21828,ANAKNEGERI,83,255,1.5097690941385435,lost_deposit
2020-09-26,SE-14,Sabah,N.19 Likas,Likas,1,Chia Chui Ket Melanie,21829,BEBAS,1,95,1.0034857927537764,lost_deposit
2020-09-26,SE-14,Sabah,N.19 Likas,Likas,2,Daniel Isaac Hoong,21830,USNO,15,81,0.8556036759269039,lost_deposit
2020-09-26,SE-14,Sabah,N.19 Likas,Likas,3,Sim Fui,21831,LDP,58,276,2.9153903031583392,lost_deposit
2020-09-26,SE-14,Sabah,N.19 Likas,Likas,4,Chong Chee Vui,21832,PPRS,77,22,0.23238618358508503,lost_deposit
2020-09-26,SE-14,Sabah,N.19 Likas,Likas,5,Tan Lee Fatt,20136,WARISAN,74,8173,86.33146720185908,won
2020-09-26,SE-14,Sabah,N.19 Likas,Likas,6,Dr Chang Kee Ying,21834,BN,25,656,6.929333474173445,lost_deposit
2020-09-26,SE-14,Sabah,N.19 Likas,Likas,7,Lu Siau Wee,21835,PCS,75,164,1.7323333685433613,lost_deposit
2020-09-26,SE-14,Sabah,N.20 Api-Api,Api-Api,1,Lo Yau Foh,21836,PPRS,77,280,2.4349943473345506,lost_deposit
2020-09-26,SE-14,Sabah,N.20 Api-Api,Api-Api,2,Chong Tze Kiun,21837,GAGASAN,86,97,0.8435516131837552,lost_deposit
2020-09-26,SE-14,Sabah,N.20 Api-Api,Api-Api,3,Marcel Jude,5067,BEBAS,1,16,0.1391425341334029,lost_deposit
2020-09-26,SE-14,Sabah,N.20 Api-Api,Api-Api,4,Chin Su Phin,21839,LDP,58,317,2.756761457518045,lost_deposit
2020-09-26,SE-14,Sabah,N.20 Api-Api,Api-Api,5,Pang Yuk Ming,17264,PCS,75,431,3.7481520132185406,lost_deposit
2020-09-26,SE-14,Sabah,N.20 Api-Api,Api-Api,6,Dr Yee Moh Chai,2840,PBS,48,2449,21.297504130793982,lost
2020-09-26,SE-14,Sabah,N.20 Api-Api,Api-Api,7,Ng Chun Sua,21842,BEBAS,1,41,0.356552743716845,lost_deposit
2020-09-26,SE-14,Sabah,N.20 Api-Api,Api-Api,8,Christina Liew,3204,PKR,11,7796,67.79719975650058,won
2020-09-26,SE-14,Sabah,N.20 Api-Api,Api-Api,9,Sim Sie Hong,21844,BEBAS,1,72,0.6261414036003131,lost_deposit
2020-09-26,SE-14,Sabah,N.21 Luyang,Luyang,1,Wilson Chang Khai Sim,21845,PCS,75,190,1.109359490862381,lost_deposit
2020-09-26,SE-14,Sabah,N.21 Luyang,Luyang,2,Datuk Anthony Linggian @ Chong Yuk Ken Jp,21846,LDP,58,279,1.62900683131897,lost_deposit
2020-09-26,SE-14,Sabah,N.21 Luyang,Luyang,3,Hiew King Cheu,3203,GAGASAN,86,62,0.3620015180708822,lost_deposit
2020-09-26,SE-14,Sabah,N.21 Luyang,Luyang,4,Phoong Jin Zhe,20145,WARISAN,74,15510,90.5587668593449,won
2020-09-26,SE-14,Sabah,N.21 Luyang,Luyang,5,Chin Ling Ling,21849,BEBAS,1,97,0.5663572137560577,lost_deposit
2020-09-26,SE-14,Sabah,N.21 Luyang,Luyang,6,Gee Tien Siong,20144,PN,12,989,5.774508086646815,lost_deposit
2020-09-26,SE-14,Sabah,N.22 Tanjung Aru,Tanjung Aru,1,Ir. Edward Yong Oui Fah,17132,PBS,48,647,6.867636132045431,lost_deposit
2020-09-26,SE-14,Sabah,N.22 Tanjung Aru,Tanjung Aru,2,Jan Chow Yee Fah,21852,BEBAS,1,18,0.19106251990234582,lost_deposit
2020-09-26,SE-14,Sabah,N.22 Tanjung Aru,Tanjung Aru,3,Ibrahim Bin Okk Mohd Laiman Diki,21853,LDP,58,179,1.900010614584439,lost_deposit
2020-09-26,SE-14,Sabah,N.22 Tanjung Aru,Tanjung Aru,4,Shaffic Bin Risaib Shah,21854,USNO,15,88,0.9340834306336907,lost_deposit
2020-09-26,SE-14,Sabah,N.22 Tanjung Aru,Tanjung Aru,5,Noran Addy Bin Sukiran,21855,PCS,75,241,2.55811484980363,lost_deposit
2020-09-26,SE-14,Sabah,N.22 Tanjung Aru,Tanjung Aru,6,Rizawani Fiona Heng,21856,GAGASAN,86,25,0.2653646109754803,lost_deposit
2020-09-26,SE-14,Sabah,N.22 Tanjung Aru,Tanjung Aru,7,Junz Wong,21857,WARISAN,74,5685,60.34391253582422,won
2020-09-26,SE-14,Sabah,N.22 Tanjung Aru,Tanjung Aru,8,Mohd Reduan Aklee,21858,BN,25,2538,26.939815306230763,lost
2020-09-26,SE-14,Sabah,N.23 Petagas,Petagas,1,Ahmad Farid Bin Sainuri,21859,PCS,75,355,3.915297231719422,lost_deposit
2020-09-26,SE-14,Sabah,N.23 Petagas,Petagas,2,Awang Ahmad Sah,3206,WARISAN,74,4125,45.49465093195103,won
2020-09-26,SE-14,Sabah,N.23 Petagas,Petagas,3,Jecky Lettong @ Thaddeus Jack,21861,LDP,58,118,1.3014227418109627,lost_deposit
2020-09-26,SE-14,Sabah,N.23 Petagas,Petagas,4,Mohamad Bin Kulat,21862,GAGASAN,86,33,0.3639572074556082,lost_deposit
2020-09-26,SE-14,Sabah,N.23 Petagas,Petagas,5,Paul Nointien,21863,BEBAS,1,572,6.3085915958972105,lost_deposit
2020-09-26,SE-14,Sabah,N.23 Petagas,Petagas,6,Arsit Bin Sedi@Sidik,21864,PN,12,3864,42.616080291165765,lost
2020-09-26,SE-14,Sabah,N.24 Tanjung Keramat,Tanjung Keramat,1,Faezah Ibnu,21865,LDP,58,329,3.7057895922505066,lost_deposit
2020-09-26,SE-14,Sabah,N.24 Tanjung Keramat,Tanjung Keramat,2,Mohd.Salleh Bin Lamsin,21866,USNO,15,122,1.3741833746339265,lost_deposit
2020-09-26,SE-14,Sabah,N.24 Tanjung Keramat,Tanjung Keramat,3,Ira Uzair,21867,PCS,75,363,4.088758729443569,lost_deposit
2020-09-26,SE-14,Sabah,N.24 Tanjung Keramat,Tanjung Keramat,4,Rosdy Bin Wasli,21868,WARISAN,74,3470,39.08537958999775,lost
2020-09-26,SE-14,Sabah,N.24 Tanjung Keramat,Tanjung Keramat,5,Ir. Shahelmey Yahya,21869,BN,25,4594,51.74588871367425,won
2020-09-26,SE-14,Sabah,N.25 Kapayan,Kapayan,1,Yong Wui Chung,21870,LDP,58,428,2.2008536020980096,lost_deposit
2020-09-26,SE-14,Sabah,N.25 Kapayan,Kapayan,2,Jannie Lasimbang,20157,WARISAN,74,15052,77.40011312798889,won
2020-09-26,SE-14,Sabah,N.25 Kapayan,Kapayan,3,Lu Yen Tung,21872,BN,25,1889,9.71358050084846,lost_deposit
2020-09-26,SE-14,Sabah,N.25 Kapayan,Kapayan,4,Chua Juan Shiuh,21873,PCS,75,325,1.6712089268267598,lost_deposit
2020-09-26,SE-14,Sabah,N.25 Kapayan,Kapayan,5,Dr. Edwin @ Jack Bosi,3550,PBS,48,803,4.129171594590425,lost_deposit
2020-09-26,SE-14,Sabah,N.25 Kapayan,Kapayan,6,Stephen Jacob Jimbangan,15826,GAGASAN,86,892,4.586825731475292,lost_deposit
2020-09-26,SE-14,Sabah,N.25 Kapayan,Kapayan,7,Chew Shung Seng,21876,BEBAS,1,58,0.29824651617216025,lost_deposit
2020-09-26,SE-14,Sabah,N.26 Moyog,Moyog,1,Joe Suleiman,21877,PN,12,2502,18.63409547925821,lost
2020-09-26,SE-14,Sabah,N.26 Moyog,Moyog,2,Marcel Annol,21878,LDP,58,185,1.3778208088180532,lost_deposit
2020-09-26,SE-14,Sabah,N.26 Moyog,Moyog,3,William Sampil,21879,PCS,75,975,7.261488046473523,lost_deposit
2020-09-26,SE-14,Sabah,N.26 Moyog,Moyog,4,Robert Richard Foo,21880,BEBAS,1,71,0.5287852833842258,lost_deposit
2020-09-26,SE-14,Sabah,N.26 Moyog,Moyog,5,Vinson Loijon @ Patrick,21881,PPRS,77,82,0.6107097639085425,lost_deposit
2020-09-26,SE-14,Sabah,N.26 Moyog,Moyog,6,Darell Leiking,3898,WARISAN,74,8437,62.836076562150886,won
2020-09-26,SE-14,Sabah,N.26 Moyog,Moyog,7,John Chryso Bin Masabal,21883,PBS,48,1175,8.751024056006553,lost_deposit
2020-09-26,SE-14,Sabah,N.27 Limbahau,Limbahau,1,Cornelius Frederick @ Michael Fj Sulip,21884,LDP,58,473,5.201803585175409,lost_deposit
2020-09-26,SE-14,Sabah,N.27 Limbahau,Limbahau,2,Susanna Jainim Jaris,21885,USNO,15,54,0.5938634114153745,lost_deposit
2020-09-26,SE-14,Sabah,N.27 Limbahau,Limbahau,3,Aubrey G Sham,21886,PCS,75,249,2.7383701748597824,lost_deposit
2020-09-26,SE-14,Sabah,N.27 Limbahau,Limbahau,4,Pius Bin Lokiom,21887,BEBAS,1,64,0.7038381172330365,lost_deposit
2020-09-26,SE-14,Sabah,N.27 Limbahau,Limbahau,5,Laurence Onjuman,21888,BEBAS,1,354,3.8931045859452325,lost_deposit
2020-09-26,SE-14,Sabah,N.27 Limbahau,Limbahau,6,Juil Nuatim,21889,WARISAN,74,5194,57.12086220169361,won
2020-09-26,SE-14,Sabah,N.27 Limbahau,Limbahau,7,Evelyn June Charlie,21890,GAGASAN,86,34,0.3739139997800506,lost_deposit
2020-09-26,SE-14,Sabah,N.27 Limbahau,Limbahau,8,Datuk Johnny Mositun,21891,PBS,48,2671,29.374243923897502,lost
2020-09-26,SE-14,Sabah,N.28 Kawang,Kawang,1,Janrywine J Lusin,21892,LDP,58,119,1.0943535037704617,lost_deposit
2020-09-26,SE-14,Sabah,N.28 Kawang,Kawang,2,Datuk Gulamhaidar @ Yusof Bin Khan Bahadar,15837,PN,12,7747,71.24333272025014,won
2020-09-26,SE-14,Sabah,N.28 Kawang,Kawang,3,Musli Bin Sapan @ Mushafien,21894,WARISAN,74,2653,24.397645760529706,lost
2020-09-26,SE-14,Sabah,N.28 Kawang,Kawang,4,Abdul Rahim Hj. Lassim,21895,PCS,75,192,1.7656796027220896,lost_deposit
2020-09-26,SE-14,Sabah,N.28 Kawang,Kawang,5,Awang Arip Bin Nasib @ Ag Arif Bin Nasip,21896,USNO,15,163,1.4989884127276072,lost_deposit
2020-09-26,SE-14,Sabah,N.29 Pantai Manis,Pantai Manis,1,Mazreca John,21897,LDP,58,127,1.2302625205851012,lost_deposit
2020-09-26,SE-14,Sabah,N.29 Pantai Manis,Pantai Manis,2,Yahiya Bin Ag Kahar,21898,WARISAN,74,4430,42.91388162355904,lost
2020-09-26,SE-14,Sabah,N.29 Pantai Manis,Pantai Manis,3,Mohd Tamin @ Tamin Bin Zainal,21899,BN,25,5116,49.55923665601085,won
2020-09-26,SE-14,Sabah,N.29 Pantai Manis,Pantai Manis,4,Ag Damit @ Ag Sahzain Pg Abd Razak,21900,USNO,15,151,1.4627530756563014,lost_deposit
2020-09-26,SE-14,Sabah,N.29 Pantai Manis,Pantai Manis,5,Fauzi Bin Ibrahim,21901,PCS,75,499,4.833866124188705,lost_deposit
2020-09-26,SE-14,Sabah,N.30 Bongawan,Bongawan,1,Hj Ag Syairin,21902,BN,25,3548,27.766473626545622,lost
2020-09-26,SE-14,Sabah,N.30 Bongawan,Bongawan,2,Daud Bin Yusof,5083,WARISAN,74,5400,42.26013460635467,won
2020-09-26,SE-14,Sabah,N.30 Bongawan,Bongawan,3,Mohd Azree Bin Abd Ghani,21904,LDP,58,232,1.8156205979026452,lost_deposit
2020-09-26,SE-14,Sabah,N.30 Bongawan,Bongawan,4,Anifah Aman,3558,PCS,75,3598,28.15777116919706,lost
2020-09-26,SE-14,Sabah,N.31 Membakut,Membakut,1,Ag Duramin Tafa,21906,BEBAS,1,588,5.609616485403549,lost_deposit
2020-09-26,SE-14,Sabah,N.31 Membakut,Membakut,2,Saat Bin Ag. Damit,21907,PCS,75,526,5.018126311772562,lost_deposit
2020-09-26,SE-14,Sabah,N.31 Membakut,Membakut,3,Mohd Arifin Bin Mohd Arif,15842,PN,12,6363,60.70406410990269,won
2020-09-26,SE-14,Sabah,N.31 Membakut,Membakut,4,Mohd. Kamaruddin Bin Abd. Hamid,21909,WARISAN,74,2942,28.067162755199387,lost
2020-09-26,SE-14,Sabah,N.31 Membakut,Membakut,5,Seniati Bin Abd Ghani,21910,USNO,15,63,0.6010303377218088,lost_deposit
2020-09-26,SE-14,Sabah,N.32 Klias,Klias,1,Abdul Rahman Bin Md Yakub,2848,PKR,11,2810,25.08256716950817,lost
2020-09-26,SE-14,Sabah,N.32 Klias,Klias,2,Datuk Isnin Hj.Aliasnih,21912,PN,12,6711,59.903597250736404,won
2020-09-26,SE-14,Sabah,N.32 Klias,Klias,3,Jismit Bin Japong,21913,BEBAS,1,86,0.7676515219137731,lost_deposit
2020-09-26,SE-14,Sabah,N.32 Klias,Klias,4,Amsir Bin Dani,21914,USNO,15,122,1.0889940194590735,lost_deposit
2020-09-26,SE-14,Sabah,N.32 Klias,Klias,5,Abdullah Bin Okin,21915,PCS,75,1419,12.666250111577257,lost
2020-09-26,SE-14,Sabah,N.32 Klias,Klias,6,Maksit Bin Saidi,21916,GAGASAN,86,55,0.49093992680532006,lost_deposit
2020-09-26,SE-14,Sabah,N.33 Kuala Penyu,Kuala Penyu,1,Limus Bin Jury,18516,PN,12,6256,49.69417745650965,won
2020-09-26,SE-14,Sabah,N.33 Kuala Penyu,Kuala Penyu,2,Parijik @ Fredzex Bin Bagang,21918,GAGASAN,86,84,0.6672491857971244,lost_deposit
2020-09-26,SE-14,Sabah,N.33 Kuala Penyu,Kuala Penyu,3,Jepri Bin Mapat,21919,LDP,58,138,1.0961950909524187,lost_deposit
2020-09-26,SE-14,Sabah,N.33 Kuala Penyu,Kuala Penyu,4,Mohd Fadzlee Lee Abdullah @ Chun Lee,21920,BEBAS,1,2947,23.409325601715782,lost
2020-09-26,SE-14,Sabah,N.33 Kuala Penyu,Kuala Penyu,5,Nelson W. Angang,21921,UPKO,87,2983,23.69528953848598,lost
2020-09-26,SE-14,Sabah,N.33 Kuala Penyu,Kuala Penyu,6,Cecilia Jompiuh,21922,PCS,75,181,1.437763126539042,lost_deposit
2020-09-26,SE-14,Sabah,N.34 Lumadan,Lumadan,1,Sahlih Bin Sirin,2507,GAGASAN,86,44,0.41650889814464215,lost_deposit
2020-09-26,SE-14,Sabah,N.34 Lumadan,Lumadan,2,Kamarlin Bin Ombi,18523,BN,25,3286,31.105641802347595,lost
2020-09-26,SE-14,Sabah,N.34 Lumadan,Lumadan,3,Ali Dad Fazal Elahi,21925,USNO,15,254,2.4043922756531617,lost_deposit
2020-09-26,SE-14,Sabah,N.34 Lumadan,Lumadan,4,Malik Bin Unsat @ Jahari,21926,PCS,75,231,2.1866717152593718,lost_deposit
2020-09-26,SE-14,Sabah,N.34 Lumadan,Lumadan,5,Dayang Aezzy Binti Liman,4327,PHRS,78,59,0.5585005679666794,lost_deposit
2020-09-26,SE-14,Sabah,N.34 Lumadan,Lumadan,6,Ruslan Muharam,21928,PBS,48,3650,34.55130632336236,won
2020-09-26,SE-14,Sabah,N.34 Lumadan,Lumadan,7,Johari Bin Mohd Dun,21929,PPRS,77,135,1.2779250283983339,lost_deposit
2020-09-26,SE-14,Sabah,N.34 Lumadan,Lumadan,8,Mohd Saidi Bin Manan,21930,BEBAS,1,46,0.4354411207875805,lost_deposit
2020-09-26,SE-14,Sabah,N.34 Lumadan,Lumadan,9,Ag. Ku Zaidi Bin Pg. Wahab,21931,WARISAN,74,2859,27.063612268080274,lost
2020-09-26,SE-14,Sabah,N.35 Sindumin,Sindumin,1,Manshur @ Manshor Bin Okk Mohd Yassin,21932,USNO,15,365,3.2998824699394267,lost_deposit
2020-09-26,SE-14,Sabah,N.35 Sindumin,Sindumin,2,Arifin Bin Harith,18450,GAGASAN,86,34,0.30738631226833013,lost_deposit
2020-09-26,SE-14,Sabah,N.35 Sindumin,Sindumin,3,Daniel Gaing @ George Daniel,21934,LDP,58,142,1.2837898924147908,lost_deposit
2020-09-26,SE-14,Sabah,N.35 Sindumin,Sindumin,4,Datuk Dr Yusof,20188,WARISAN,74,5415,48.955790615676705,won
2020-09-26,SE-14,Sabah,N.35 Sindumin,Sindumin,5,Sani Bin Miasin,21936,BN,25,4991,45.12250248621282,lost
2020-09-26,SE-14,Sabah,N.35 Sindumin,Sindumin,6,Jaebeh @ Jaybee Bin Buaya @ Buayie,21937,PCS,75,114,1.0306482234879306,lost_deposit
2020-09-26,SE-14,Sabah,N.36 Kundasang,Kundasang,1,Jeafry Goh Kautah,21938,LDP,58,293,2.9317590554332598,lost_deposit
2020-09-26,SE-14,Sabah,N.36 Kundasang,Kundasang,2,Osman Marajin,21939,GAGASAN,86,75,0.7504502701620973,lost_deposit
2020-09-26,SE-14,Sabah,N.36 Kundasang,Kundasang,3,Dr. Joachim Gunsalam,17170,PBS,48,4332,43.346007604562736,won
2020-09-26,SE-14,Sabah,N.36 Kundasang,Kundasang,4,Ewon Bin Ebin,5100,PCS,75,2384,23.85431258755253,lost
2020-09-26,SE-14,Sabah,N.36 Kundasang,Kundasang,5,Siriman Hj. Basir,21942,WARISAN,74,2910,29.117470482289377,lost
2020-09-26,SE-14,Sabah,N.37 Karanaan,Karanaan,1,Hadzrul Masnin,21943,PCS,75,434,4.776579352850539,lost_deposit
2020-09-26,SE-14,Sabah,N.37 Karanaan,Karanaan,2,Md Tajuddin Bin Sadi,21944,USNO,15,74,0.814439797490645,lost_deposit
2020-09-26,SE-14,Sabah,N.37 Karanaan,Karanaan,3,Awasi Ganie @ Yasin Bin Abdul Ghani,21945,WARISAN,74,1882,20.71318511996478,lost
2020-09-26,SE-14,Sabah,N.37 Karanaan,Karanaan,4,Datuk Masidi Bin Manjun @ Masdi,21946,PN,12,6696,73.69579572969404,won
