date,election,state,seat,ballot_order,name,candidate_uid,party,party_uid,votes,votes_perc,result
1999-11-29,SE-10,Pulau Pinang,N.33 Telok Bahang,1,Johari Bin Kassim,13281,PKR,11,5101,38.5825580515846,lost
1999-11-29,SE-10,Pulau Pinang,N.33 Telok Bahang,2,Dato' Dr Hilmi Yahaya,13282,BN,25,8120,61.417441948415394,won
2004-03-21,SE-11,Pulau Pinang,N.01 Penaga,1,Azhar Bin Ibrahim,9880,BN,25,6707,60.05013877697197,won
2004-03-21,SE-11,Pulau Pinang,N.01 Penaga,2,Subri Bin Md Arshad,13283,PAS,3,4462,39.94986122302802,lost
2004-03-21,SE-11,Pulau Pinang,N.02 Bertam,1,Hilmi Bin Hj Abdul Rashid,13194,BN,25,7615,76.41746111389864,won
2004-03-21,SE-11,Pulau Pinang,N.02 Bertam,2,Mahamad Bin Hashim,13284,PKR,11,2350,23.582538886101354,lost
2004-03-21,SE-11,Pulau Pinang,N.03 Pinang Tunggal,1,Roslan Bin Saidin,13285,BN,25,8941,77.11747455580472,won
2004-03-21,SE-11,Pulau Pinang,N.03 Pinang Tunggal,2,Mohd Salleh Bin Man,2572,PAS,3,2653,22.882525444195274,lost
2004-03-21,SE-11,Pulau Pinang,N.04 Permatang Berangan,1,Shabudin Bin Yahaya,4045,BN,25,7791,66.74948594928033,won
2004-03-21,SE-11,Pulau Pinang,N.04 Permatang Berangan,2,Ab Rahman Bin Salleh,13287,PAS,3,3881,33.25051405071967,lost
2004-03-21,SE-11,Pulau Pinang,N.05 Sungai Dua,1,Soid Bin Mohd. Amin,13288,PAS,3,4631,39.19925512104283,lost
2004-03-21,SE-11,Pulau Pinang,N.05 Sungai Dua,2,Jasmin Bin Mohamed,13198,BN,25,7183,60.80074487895717,won
2004-03-21,SE-11,Pulau Pinang,N.06 Telok Ayer Tawar,1,Johari Bin Kassim,13281,PKR,11,3197,30.805550202351128,lost
2004-03-21,SE-11,Pulau Pinang,N.06 Telok Ayer Tawar,2,Jahara Binti Hamid,13289,BN,25,7181,69.19444979764887,won
2004-03-21,SE-11,Pulau Pinang,N.07 Sungai Puyu,1,Phee Boon Poh,13071,DAP,18,7808,52.02212006129655,won
2004-03-21,SE-11,Pulau Pinang,N.07 Sungai Puyu,2,Loo Ah Dee @ Lee Ah Lee,13201,BN,25,7201,47.977879938703445,lost
2004-03-21,SE-11,Pulau Pinang,N.08 Bagan Jermal,1,Ngu Lek Wah,13290,DAP,18,6085,39.24034307087122,lost
2004-03-21,SE-11,Pulau Pinang,N.08 Bagan Jermal,2,Ooi Chuan Aik,13291,BN,25,9422,60.75965692912878,won
2004-03-21,SE-11,Pulau Pinang,N.09 Bagan Dalam,1,Lim Hock Seng,2232,DAP,18,4720,38.799835593916974,lost
2004-03-21,SE-11,Pulau Pinang,N.09 Bagan Dalam,2,Subbaiyah A/L Palaniappan,13292,BN,25,6687,54.96917385943279,won
2004-03-21,SE-11,Pulau Pinang,N.09 Bagan Dalam,3,Abdul Razak Bin Abdul Hamid,13213,PKR,11,758,6.230990546650226,lost_deposit
2004-03-21,SE-11,Pulau Pinang,N.10 Seberang Jaya,1,Arif Shah Bin Omar Shah,13293,BN,25,10113,64.1606395127522,won
2004-03-21,SE-11,Pulau Pinang,N.10 Seberang Jaya,2,Mansor Bin Othman,4059,PKR,11,5649,35.83936048724781,lost
2004-03-21,SE-11,Pulau Pinang,N.11 Permatang Pasir,1,Md Isa Bin Haji Ramli,13294,BN,25,7378,47.800453514739225,lost
2004-03-21,SE-11,Pulau Pinang,N.11 Permatang Pasir,2,Mohd.Hamdan Bin Abd. Rahman,13295,PAS,3,8057,52.199546485260775,won
2004-03-21,SE-11,Pulau Pinang,N.12 Penanti,1,Anuar Bin Shaari,13296,PKR,11,5528,47.15516506013819,lost
2004-03-21,SE-11,Pulau Pinang,N.12 Penanti,2,Abdul Jalil Bin Abdul Majid,13297,BN,25,6195,52.844834939861805,won
2004-03-21,SE-11,Pulau Pinang,N.13 Berapit,1,Tan Khong Chong,13298,DAP,18,5233,36.25970066518847,lost
2004-03-21,SE-11,Pulau Pinang,N.13 Berapit,2,Lau Chiek Tuan,13210,BN,25,9199,63.74029933481153,won
2004-03-21,SE-11,Pulau Pinang,N.14 Machang Bubuk,1,Toh Kin Woon,13211,BN,25,10410,68.64490603363006,won
2004-03-21,SE-11,Pulau Pinang,N.14 Machang Bubuk,2,Lim Boon Tong,13260,PKR,11,4755,31.355093966369928,lost
2004-03-21,SE-11,Pulau Pinang,N.15 Padang Lalang,1,Tan Teik Cheng,13299,BN,25,7567,51.83231728200561,won
2004-03-21,SE-11,Pulau Pinang,N.15 Padang Lalang,2,Tan Kim Hooi,13300,DAP,18,7032,48.16768271799438,lost
2004-03-21,SE-11,Pulau Pinang,N.16 Perai,1,Rajapathy A/L Kuppusamy,13203,BN,25,5060,53.05651672433679,won
2004-03-21,SE-11,Pulau Pinang,N.16 Perai,2,Chong Eng,2929,DAP,18,4477,46.943483275663205,lost
2004-03-21,SE-11,Pulau Pinang,N.17 Bukit Tengah,1,Law Choo Kiang,13301,PKR,11,3090,30.27630805408583,lost
2004-03-21,SE-11,Pulau Pinang,N.17 Bukit Tengah,2,Ng Siew Lai,4437,BN,25,7116,69.72369194591417,won
2004-03-21,SE-11,Pulau Pinang,N.18 Bukit Tambun,1,Goh Kheng Huat,2932,PKR,11,4992,41.19151745193498,lost
2004-03-21,SE-11,Pulau Pinang,N.18 Bukit Tambun,2,Ng Yeow Chong,13302,DAP,18,1097,9.05190197210991,lost_deposit
2004-03-21,SE-11,Pulau Pinang,N.18 Bukit Tambun,3,Lai Chew Hock,13262,BN,25,6030,49.75658057595511,won
2004-03-21,SE-11,Pulau Pinang,N.19 Jawi,1,Tan Cheng Liang,13214,BN,25,8733,64.92936802973978,won
2004-03-21,SE-11,Pulau Pinang,N.19 Jawi,2,Ganesh A/L Kailasam,13303,BEBAS,1,710,5.278810408921933,lost_deposit
2004-03-21,SE-11,Pulau Pinang,N.19 Jawi,3,Teoh Seang Hooi,13264,DAP,18,4007,29.79182156133829,lost
2004-03-21,SE-11,Pulau Pinang,N.20 Sungai Bakap,1,Maktar Bin Hj Shapee,13304,PKR,11,3697,39.3716719914803,lost
2004-03-21,SE-11,Pulau Pinang,N.20 Sungai Bakap,2,Abd. Rashid Bin Abdullah,13305,BN,25,5693,60.6283280085197,won
2004-03-21,SE-11,Pulau Pinang,N.21 Sungai Acheh,1,Mohd Foad Bin Hj Mat Isa,13306,BN,25,5949,68.34003446295233,won
2004-03-21,SE-11,Pulau Pinang,N.21 Sungai Acheh,2,Ismail Bin Salleh,3989,PAS,3,2756,31.659965537047675,lost
2004-03-21,SE-11,Pulau Pinang,N.22 Tanjong Bunga,1,Lim Cheng Hoe,9474,DAP,18,2761,23.50587434020092,lost
2004-03-21,SE-11,Pulau Pinang,N.22 Tanjong Bunga,2,Koh Tsu Koon,1536,BN,25,8985,76.49412565979908,won
2004-03-21,SE-11,Pulau Pinang,N.23 Air Putih,1,Teh Yee Cheu,4967,DAP,18,3793,44.08414690841469,lost
2004-03-21,SE-11,Pulau Pinang,N.23 Air Putih,2,Lye Siew Weng,13217,BN,25,4811,55.91585309158531,won
2004-03-21,SE-11,Pulau Pinang,N.24 Kebun Bunga,1,Quah Kooi Heng,13307,BN,25,8285,61.95782231528567,won
2004-03-21,SE-11,Pulau Pinang,N.24 Kebun Bunga,2,Lau Keng Ee,13308,DAP,18,5087,38.04217768471433,lost
2004-03-21,SE-11,Pulau Pinang,N.25 Pulau Tikus,1,Teng Hock Nam,13309,BN,25,8613,77.45503597122301,won
2004-03-21,SE-11,Pulau Pinang,N.25 Pulau Tikus,2,Ong Khan Lee,13310,PKR,11,2507,22.544964028776977,lost
2004-03-21,SE-11,Pulau Pinang,N.26 Padang Kota,1,Chow Kon Yeow,2933,DAP,18,4584,40.13307651899842,lost
2004-03-21,SE-11,Pulau Pinang,N.26 Padang Kota,2,Teng Chang Yew,13311,BN,25,6838,59.86692348100158,won
2004-03-21,SE-11,Pulau Pinang,N.27 Pengkalan Kota,1,Lee Hack Teik,13221,BN,25,9067,59.627778508483495,won
2004-03-21,SE-11,Pulau Pinang,N.27 Pengkalan Kota,2,Lai Hon Meng,13270,DAP,18,6139,40.372221491516505,lost
2004-03-21,SE-11,Pulau Pinang,N.28 Komtar,1,Lim Gim Soon,13222,BN,25,7732,62.034659820282414,won
2004-03-21,SE-11,Pulau Pinang,N.28 Komtar,2,Teh Lai Heng,13312,DAP,18,4732,37.965340179717586,lost
2004-03-21,SE-11,Pulau Pinang,N.29 Datok Keramat,1,Ong Thean Lye,13313,BN,25,9462,68.2240969067705,won
2004-03-21,SE-11,Pulau Pinang,N.29 Datok Keramat,2,Koid Teng Guan,13314,DAP,18,4407,31.77590309322951,lost
2004-03-21,SE-11,Pulau Pinang,N.30 Sungai Pinang,1,Tham Weng Fatt,13315,DAP,18,4127,30.336665686562775,lost
2004-03-21,SE-11,Pulau Pinang,N.30 Sungai Pinang,2,Looi Swee Cheang,13271,BN,25,8634,63.46662746251103,won
2004-03-21,SE-11,Pulau Pinang,N.30 Sungai Pinang,3,Jimmy Gay Choon Hee,13316,PKR,11,843,6.196706850926198,lost_deposit
2004-03-21,SE-11,Pulau Pinang,N.31 Batu Lancang,1,Law Heng Kiang,13274,DAP,18,7467,49.5389106349101,lost
2004-03-21,SE-11,Pulau Pinang,N.31 Batu Lancang,2,Ng Fook On,4064,BN,25,7606,50.4610893650899,won
2004-03-21,SE-11,Pulau Pinang,N.32 Seri Delima,1,Tan Hun Wooi,13317,DAP,18,4569,32.50106700810926,lost
2004-03-21,SE-11,Pulau Pinang,N.32 Seri Delima,2,Dato' Koay Kar Huah,13318,BN,25,9489,67.49893299189074,won
2004-03-21,SE-11,Pulau Pinang,N.33 Air Itam,1,Cheang Chee Gooi,2934,BN,25,7225,62.14519181145708,won
2004-03-21,SE-11,Pulau Pinang,N.33 Air Itam,2,Koay Teng Hai,13319,DAP,18,4401,37.85480818854292,lost
2004-03-21,SE-11,Pulau Pinang,N.34 Paya Terubong,1,Loh Hock Hun,13142,BN,25,9772,53.83428823270163,won
2004-03-21,SE-11,Pulau Pinang,N.34 Paya Terubong,2,Yeoh Soon Hin,13320,DAP,18,8380,46.16571176729837,lost
2004-03-21,SE-11,Pulau Pinang,N.35 Batu Uban,1,Ong Ping Cheow,13321,PKR,11,3070,22.616767349344336,lost
2004-03-21,SE-11,Pulau Pinang,N.35 Batu Uban,2,Goh Kheng Sneah,13322,BN,25,10504,77.38323265065567,won
2004-03-21,SE-11,Pulau Pinang,N.36 Pantai Jerejak,1,Syed Mohamad Nazli Bin Syed Ahmad,13323,PKR,11,3021,25.333333333333336,lost
2004-03-21,SE-11,Pulau Pinang,N.36 Pantai Jerejak,2,Wong Mun Hoe,13324,BN,25,8904,74.66666666666667,won
2004-03-21,SE-11,Pulau Pinang,N.37 Batu Maung,1,Mansor Bin Musa,13325,BN,25,10386,70.73004630890766,won
2004-03-21,SE-11,Pulau Pinang,N.37 Batu Maung,2,Lim Eng Nam,13326,PKR,11,4298,29.269953691092343,lost
2004-03-21,SE-11,Pulau Pinang,N.38 Bayan Lepas,1,Amizudin Bin Ahmat,13327,PKR,11,3283,27.502722627125742,lost
2004-03-21,SE-11,Pulau Pinang,N.38 Bayan Lepas,2,Syed Amerruddin Bin Syed Ahmad,13234,BN,25,8654,72.49727737287427,won
2004-03-21,SE-11,Pulau Pinang,N.39 Pulau Betong,1,Muhamad Farid Bin Saad,13328,BN,25,6586,71.52476107732406,won
2004-03-21,SE-11,Pulau Pinang,N.39 Pulau Betong,2,Zainuddin Bin Haniff,13329,PKR,11,2622,28.47523892267593,lost
2004-03-21,SE-11,Pulau Pinang,N.40 Telok Bahang,1,Abdul Aziz Bin Ismail,13279,PAS,3,2422,29.468305146611513,lost
2004-03-21,SE-11,Pulau Pinang,N.40 Telok Bahang,2,Siti Faridah Binti Arshad,13331,BN,25,5797,70.53169485338849,won
2008-03-08,SE-12,Pulau Pinang,N.01 Penaga,1,Ustaz Tapiudin Hamzah,13332,PAS,3,5454,44.92956586209737,lost
2008-03-08,SE-12,Pulau Pinang,N.01 Penaga,2,Dato' Azhar Bin Ibrahim,13333,BN,25,6685,55.07043413790262,won
2008-03-08,SE-12,Pulau Pinang,N.02 Bertam,1,Hjh. Zabariah Binti Wahab,13334,BN,25,6794,62.12509144111193,won
2008-03-08,SE-12,Pulau Pinang,N.02 Bertam,2,Noorsiah Arshad,13335,PKR,11,4142,37.87490855888807,lost
2008-03-08,SE-12,Pulau Pinang,N.03 Pinang Tunggal,1,Hj. Mahamad Hashim,13336,PKR,11,4613,37.01950084262901,lost
2008-03-08,SE-12,Pulau Pinang,N.03 Pinang Tunggal,2,Dato' Haji Roslan Bin Saidin,13337,BN,25,7848,62.98049915737099,won
2008-03-08,SE-12,Pulau Pinang,N.04 Permatang Berangan,1,Shabudin Bin Yahaya,4045,BN,25,7295,57.873859579531924,won
2008-03-08,SE-12,Pulau Pinang,N.04 Permatang Berangan,2,Arshad Md Salleh,13338,PAS,3,5310,42.12614042046807,lost
2008-03-08,SE-12,Pulau Pinang,N.05 Sungai Dua,1,Ustaz Salleh Man,13339,PAS,3,5886,47.82644023726335,lost
2008-03-08,SE-12,Pulau Pinang,N.05 Sungai Dua,2,Dato' Haji Jasmin Bin Mohamed,13340,BN,25,6421,52.17355976273665,won
2008-03-08,SE-12,Pulau Pinang,N.06 Telok Ayer Tawar,1,Norhayati Jaafar,13341,PKR,11,5008,43.60090545011318,lost
2008-03-08,SE-12,Pulau Pinang,N.06 Telok Ayer Tawar,2,Dato Jahara Binti Hamid,13342,BN,25,6478,56.39909454988682,won
2008-03-08,SE-12,Pulau Pinang,N.07 Sungai Puyu,1,Teh Lay Cheng,13343,BN,25,3824,22.69570894415099,lost
2008-03-08,SE-12,Pulau Pinang,N.07 Sungai Puyu,2,Phee Boon Poh,13071,DAP,18,13025,77.30429105584902,won
2008-03-08,SE-12,Pulau Pinang,N.08 Bagan Jermal,1,Ooi Chuan Aik,13291,BN,25,5226,32.012251148545175,lost
2008-03-08,SE-12,Pulau Pinang,N.08 Bagan Jermal,2,Lim Hock Seng,2232,DAP,18,11099,67.98774885145482,won
2008-03-08,SE-12,Pulau Pinang,N.09 Bagan Dalam,1,Pk. Subbaiyah,13344,BN,25,4669,38.0521597392013,lost
2008-03-08,SE-12,Pulau Pinang,N.09 Bagan Dalam,2,A. Tanasekharan,13345,DAP,18,7601,61.94784026079869,won
2008-03-08,SE-12,Pulau Pinang,N.10 Seberang Jaya,1,Datuk Arif Shah Bin Omar Shah,13346,BN,25,9395,51.45971408226981,won
2008-03-08,SE-12,Pulau Pinang,N.10 Seberang Jaya,2,Ramli Bulat,13347,PKR,11,8862,48.54028591773019,lost
2008-03-08,SE-12,Pulau Pinang,N.11 Permatang Pasir,1,Ahmad Sahar Shuib,13348,BN,25,5571,33.61085972850679,lost
2008-03-08,SE-12,Pulau Pinang,N.11 Permatang Pasir,2,Mohd. Hamdan Abd. Rahman,13349,PAS,3,11004,66.3891402714932,won
2008-03-08,SE-12,Pulau Pinang,N.12 Penanti,1,Dato' Haji Abdul Jalil Bin Abdul Majid,13350,BN,25,5127,41.10478633849114,lost
2008-03-08,SE-12,Pulau Pinang,N.12 Penanti,2,Mohammad Fairus,13351,PKR,11,7346,58.89521366150886,won
2008-03-08,SE-12,Pulau Pinang,N.13 Berapit,1,Lau Chiek Tuan,13210,BN,25,5314,34.68668407310705,lost
2008-03-08,SE-12,Pulau Pinang,N.13 Berapit,2,Ong Kok Fooi,13352,DAP,18,10006,65.31331592689294,won
2008-03-08,SE-12,Pulau Pinang,N.14 Machang Bubuk,1,Lee Kah Choon,2935,BN,25,6922,38.618611916982815,lost
2008-03-08,SE-12,Pulau Pinang,N.14 Machang Bubuk,2,Tan Hock Leong,13353,PKR,11,11002,61.381388083017185,won
2008-03-08,SE-12,Pulau Pinang,N.15 Padang Lalang,1,Tan Teik Cheng (Tan Theik Cheng),13354,BN,25,6279,37.37722483481159,lost
2008-03-08,SE-12,Pulau Pinang,N.15 Padang Lalang,2,Tan Cheong Heng,13355,DAP,18,10520,62.62277516518841,won
2008-03-08,SE-12,Pulau Pinang,N.16 Perai,1,P. Ramasamy,3678,DAP,18,7668,73.23082800114602,won
2008-03-08,SE-12,Pulau Pinang,N.16 Perai,2,R. Ulaganathan,13356,BEBAS,1,311,2.970107917104383,lost_deposit
2008-03-08,SE-12,Pulau Pinang,N.16 Perai,3,L. Krishnan,13357,BN,25,2492,23.799064081749595,lost
2008-03-08,SE-12,Pulau Pinang,N.17 Bukit Tengah,1,Ng Siew Lai,4437,BN,25,4832,41.77040110650069,lost
2008-03-08,SE-12,Pulau Pinang,N.17 Bukit Tengah,2,Ong Chin Wen,4962,PKR,11,6736,58.229598893499315,won
2008-03-08,SE-12,Pulau Pinang,N.18 Bukit Tambun,1,Huan Cheng Guan,3293,BN,25,4726,32.4120430697483,lost
2008-03-08,SE-12,Pulau Pinang,N.18 Bukit Tambun,2,Law Choo Kiang,13301,PKR,11,9855,67.5879569302517,won
2008-03-08,SE-12,Pulau Pinang,N.19 Jawi,1,Tan Beng Huat,13358,DAP,18,9739,62.07929627740949,won
2008-03-08,SE-12,Pulau Pinang,N.19 Jawi,2,Tan Cheng Liang,13214,BN,25,5949,37.92070372259052,lost
2008-03-08,SE-12,Pulau Pinang,N.20 Sungai Bakap,1,Maktar Bin Hj. Shapee (Hj. Mokhtar Shafie),13359,PKR,11,6976,58.695835086243164,won
2008-03-08,SE-12,Pulau Pinang,N.20 Sungai Bakap,2,Dato' Seri Abdul Rashid Abdullah,13360,BN,25,4909,41.304164913756836,lost
2008-03-08,SE-12,Pulau Pinang,N.21 Sungai Acheh,1,Dato' Mahmud Bin Zakaria,13361,BN,25,5011,51.27916496111339,won
2008-03-08,SE-12,Pulau Pinang,N.21 Sungai Acheh,2,Dr. Azhar Datuk Hj. Ahamad,13362,PKR,11,4761,48.72083503888662,lost
2008-03-08,SE-12,Pulau Pinang,N.22 Tanjong Bunga,1,Teh Yee Cheu,4967,DAP,18,7021,57.99124473445114,won
2008-03-08,SE-12,Pulau Pinang,N.22 Tanjong Bunga,2,Chia Loong Thye,13363,BN,25,5086,42.00875526554886,lost
2008-03-08,SE-12,Pulau Pinang,N.23 Air Putih,1,Lim Guan Eng,2000,DAP,18,6601,72.21310578711301,won
2008-03-08,SE-12,Pulau Pinang,N.23 Air Putih,2,Tan Yok Cheng,13364,BN,25,2540,27.786894212886992,lost
2008-03-08,SE-12,Pulau Pinang,N.24 Kebun Bunga,1,Jason Ong Khan Lee,13365,PKR,11,8307,61.583512491659874,won
2008-03-08,SE-12,Pulau Pinang,N.24 Kebun Bunga,2,Quah Kooi Heong,13366,BN,25,5182,38.41648750834013,lost
2008-03-08,SE-12,Pulau Pinang,N.25 Pulau Tikus,1,Koay Teng Hai,13319,DAP,18,6649,57.39813535911602,won
2008-03-08,SE-12,Pulau Pinang,N.25 Pulau Tikus,2,Dr Teng Hock Nan,13178,BN,25,4935,42.60186464088398,lost
2008-03-08,SE-12,Pulau Pinang,N.26 Padang Kota,1,Teng Chang Yeow,13220,BN,25,4788,42.609237340927294,lost
2008-03-08,SE-12,Pulau Pinang,N.26 Padang Kota,2,Chow Kon Yeow,2933,DAP,18,6449,57.390762659072706,won
2008-03-08,SE-12,Pulau Pinang,N.27 Pengkalan Kota,1,Lee Hack Teik,13221,BN,25,4708,31.612166789767006,lost
2008-03-08,SE-12,Pulau Pinang,N.27 Pengkalan Kota,2,Lau Keng Ee,13308,DAP,18,10185,68.387833210233,won
2008-03-08,SE-12,Pulau Pinang,N.28 Komtar,1,Ng Wei Aik,4062,DAP,18,7610,63.99260006727212,won
2008-03-08,SE-12,Pulau Pinang,N.28 Komtar,2,Lim Gim Soon,13222,BN,25,4282,36.007399932727886,lost
2008-03-08,SE-12,Pulau Pinang,N.29 Datok Keramat,1,Jagdeep Singh Deo,13275,DAP,18,7995,56.56172621153166,won
2008-03-08,SE-12,Pulau Pinang,N.29 Datok Keramat,2,Ong Thean Lye,13313,BN,25,6140,43.43827378846834,lost
2008-03-08,SE-12,Pulau Pinang,N.30 Sungai Pinang,1,Koid Teng Guan,13314,DAP,18,8305,57.814131569787676,won
2008-03-08,SE-12,Pulau Pinang,N.30 Sungai Pinang,2,Badrul Zaman,3684,BEBAS,1,449,3.1256526279150716,lost_deposit
2008-03-08,SE-12,Pulau Pinang,N.30 Sungai Pinang,3,Looi Swee Cheang,13271,BN,25,5611,39.06021580229725,lost
2008-03-08,SE-12,Pulau Pinang,N.31 Batu Lancang,1,Ng Fook On,4064,BN,25,5200,30.329542140565763,lost
2008-03-08,SE-12,Pulau Pinang,N.31 Batu Lancang,2,Law Heng Kiang,13274,DAP,18,11945,69.67045785943424,won
2008-03-08,SE-12,Pulau Pinang,N.32 Seri Delima,1,R.S.N. Rayer,4439,DAP,18,8402,57.249931861542656,won
2008-03-08,SE-12,Pulau Pinang,N.32 Seri Delima,2,Loh Nam Hooi,13368,BN,25,6274,42.75006813845735,lost
2008-03-08,SE-12,Pulau Pinang,N.33 Air Itam,1,Wong Hon Wai,4434,DAP,18,7401,61.29192546583852,won
2008-03-08,SE-12,Pulau Pinang,N.33 Air Itam,2,Cheang Chee Gooi,2934,BN,25,4674,38.70807453416149,lost
2008-03-08,SE-12,Pulau Pinang,N.34 Paya Terubong,1,Yeoh Soon Hin,13320,DAP,18,16848,74.6312292358804,won
2008-03-08,SE-12,Pulau Pinang,N.34 Paya Terubong,2,Koh Wan Leong,13369,BN,25,5727,25.368770764119603,lost
2008-03-08,SE-12,Pulau Pinang,N.35 Batu Uban,1,Raveetharan,13370,PKR,11,8046,51.97338673212325,won
2008-03-08,SE-12,Pulau Pinang,N.35 Batu Uban,2,Goh Kheng Sneah,13322,BN,25,7435,48.02661326787675,lost
2008-03-08,SE-12,Pulau Pinang,N.36 Pantai Jerejak,1,Wong Mun Hoe,13324,BN,25,5724,45.04958287423265,lost
2008-03-08,SE-12,Pulau Pinang,N.36 Pantai Jerejak,2,Sim Tze Tzin,4066,PKR,11,6982,54.95041712576736,won
2008-03-08,SE-12,Pulau Pinang,N.37 Batu Maung,1,Abdul Malik Kassim,13371,PKR,11,9571,59.91986477180241,won
2008-03-08,SE-12,Pulau Pinang,N.37 Batu Maung,2,Norman Bin Zahalan,13372,BN,25,6402,40.080135228197584,lost
2008-03-08,SE-12,Pulau Pinang,N.38 Bayan Lepas,1,Cikgu Asnah Hashim,13373,PAS,3,6164,48.432466409994504,lost
2008-03-08,SE-12,Pulau Pinang,N.38 Bayan Lepas,2,Syed Amerruddin Bin Syed Ahmad,13234,BN,25,6563,51.567533590005496,won
2008-03-08,SE-12,Pulau Pinang,N.39 Pulau Betong,1,Sr. Hj. Muhamad Farid Saad,13374,BN,25,4990,51.51765434647946,won
2008-03-08,SE-12,Pulau Pinang,N.39 Pulau Betong,2,Dr Mansor Othman,4059,PKR,11,4696,48.48234565352055,lost
2008-03-08,SE-12,Pulau Pinang,N.40 Telok Bahang,1,Dr. Hilmi Bin Yahaya,13376,BN,25,4434,52.766868975365945,won
2008-03-08,SE-12,Pulau Pinang,N.40 Telok Bahang,2,Abdul Halim Bin Hussain,13377,PKR,11,3969,47.23313102463406,lost
2013-05-05,SE-13,Pulau Pinang,N.01 Penaga,1,Mohd Zain Bin Ahmad,13378,BN,25,8350,55.52600079797846,won
2013-05-05,SE-13,Pulau Pinang,N.01 Penaga,2,Haji Rosidi Hussain,13379,PAS,3,6688,44.473999202021545,lost
2013-05-05,SE-13,Pulau Pinang,N.02 Bertam,1,Syed Mikael Rizal Aidid,13380,PKR,11,6297,44.232930598482724,lost
2013-05-05,SE-13,Pulau Pinang,N.02 Bertam,2,Shariful Azhar Othman,13381,BN,25,7939,55.767069401517276,won
2013-05-05,SE-13,Pulau Pinang,N.03 Pinang Tunggal,1,Dato' Haji Roslan Bin Saidin,13337,BN,25,9155,54.744962028344204,won
2013-05-05,SE-13,Pulau Pinang,N.03 Pinang Tunggal,2,Ir. Ahmad Zakiyuddin Bin Abd Rahman,13382,PKR,11,7568,45.2550379716558,lost
2013-05-05,SE-13,Pulau Pinang,N.04 Permatang Berangan,1,Haji Omar Bin Haji Abd Hamid,13383,BN,25,8913,55.001542733724165,won
2013-05-05,SE-13,Pulau Pinang,N.04 Permatang Berangan,2,Arshad Bin Md. Salleh,13384,PAS,3,7292,44.99845726627584,lost
2013-05-05,SE-13,Pulau Pinang,N.05 Sungai Dua,1,Cikgu Zahadi Bin Hj. Mohd.,13385,PAS,3,7594,47.79407137013028,lost
2013-05-05,SE-13,Pulau Pinang,N.05 Sungai Dua,2,Muhamad Yusoff Bin Mohd Noor,13386,BN,25,7951,50.04090880483353,won
2013-05-05,SE-13,Pulau Pinang,N.05 Sungai Dua,3,Dato Seri Mohd Shariff Bin Omar,13387,BEBAS,1,344,2.1650198250361887,lost_deposit
2013-05-05,SE-13,Pulau Pinang,N.06 Telok Ayer Tawar,1,Norhayati Jaafar,13341,PKR,11,7200,47.24409448818898,lost
2013-05-05,SE-13,Pulau Pinang,N.06 Telok Ayer Tawar,2,Dato Jahara Binti Hamid,13342,BN,25,8040,52.75590551181102,won
2013-05-05,SE-13,Pulau Pinang,N.07 Sungai Puyu,1,Phee Boon Poh,13071,DAP,18,19381,85.92773221015297,won
2013-05-05,SE-13,Pulau Pinang,N.07 Sungai Puyu,2,Sum Yoo Keong,13388,BN,25,3174,14.07226778984704,lost
2013-05-05,SE-13,Pulau Pinang,N.08 Bagan Jermal,1,Lim Hock Seng,2232,DAP,18,16416,77.83045704532525,won
2013-05-05,SE-13,Pulau Pinang,N.08 Bagan Jermal,2,Tan Chuan Hong,4950,BN,25,4561,21.624312535558506,lost
2013-05-05,SE-13,Pulau Pinang,N.08 Bagan Jermal,3,Lim Kim Chu,4047,PCM,67,115,0.5452304191162526,lost_deposit
2013-05-05,SE-13,Pulau Pinang,N.09 Bagan Dalam,1,Lim Seang Teik,13389,PCM,67,76,0.4920367732746342,lost_deposit
2013-05-05,SE-13,Pulau Pinang,N.09 Bagan Dalam,2,Asoghan A/L Govindaraju,13390,BEBAS,1,25,0.16185420173507706,lost_deposit
2013-05-05,SE-13,Pulau Pinang,N.09 Bagan Dalam,3,Tanasekharan,13391,DAP,18,10253,66.3796452155898,won
2013-05-05,SE-13,Pulau Pinang,N.09 Bagan Dalam,4,M. Karuppanan,13392,BN,25,5092,32.966463809400494,lost
2013-05-05,SE-13,Pulau Pinang,N.10 Seberang Jaya,1,Dr. Afif Bin Bahardin,13393,PKR,11,14148,54.23183072677092,won
2013-05-05,SE-13,Pulau Pinang,N.10 Seberang Jaya,2,Mohammad Nasir Bin Abdullah,13394,BN,25,11689,44.806041091689664,lost
2013-05-05,SE-13,Pulau Pinang,N.10 Seberang Jaya,3,Shamsut Tabrej,13395,BEBAS,1,251,0.9621281815394052,lost_deposit
2013-05-05,SE-13,Pulau Pinang,N.11 Permatang Pasir,1,Anuar Faisal Bin Yahaya,13396,BN,25,6653,33.046890522551166,lost
2013-05-05,SE-13,Pulau Pinang,N.11 Permatang Pasir,2,Dato' Salleh Man,13397,PAS,3,13479,66.95310947744883,won
2013-05-05,SE-13,Pulau Pinang,N.12 Penanti,1,Ibrahim Bin Ahmad,549,BN,25,7048,42.88408883480378,lost
2013-05-05,SE-13,Pulau Pinang,N.12 Penanti,2,Dr Norlela Ariffin,13398,PKR,11,9387,57.11591116519623,won
2013-05-05,SE-13,Pulau Pinang,N.13 Berapit,1,Lau Chiek Tuan,13210,BN,25,2230,11.599479843953187,lost_deposit
